-1.944141840691739631e+01,9.200074324019171801e-01,-5.317667973412116833e-01,-3.368631645918597428e+00
-1.906401909059207611e+01,1.219809384734499957e+00,-3.234019438797593793e+00,-8.887681117673071896e-01
-2.005009365219388684e+01,2.196922103712791596e+01,-3.369191211134205388e-01,-3.486364978226976774e+00
-9.018840868968311941e-01,1.071193254664161287e+01,-6.437356842152958114e-01,-1.916860370717198947e+01
-3.583317414596176587e-01,9.302814687708027108e+00,-1.936525960528064516e+01,-8.354031132973083196e-02
-3.390568412096779394e+00,-9.631271566476289347e-01,-3.459324862926714594e+00,3.185653163567168633e+01
1.127024221636569179e-01,6.208135141231753096e+01,-1.334688583183980537e-01,1.288384887454059324e-01
-4.800913588584836411e-01,1.662960258137902159e-02,3.135219731661384657e+01,6.883210611427497128e-01
3.044696680367928732e-01,-1.947918943037491957e+01,-9.007116539670667610e-01,3.194150724890805293e+01
-8.892103875140044966e-02,5.188778217281098648e+01,-1.564641308531644626e-01,-3.897907310885488918e-01
-8.399225041459827956e-01,6.150151377400850095e+01,-5.488923236028231400e-01,2.043847127728730673e-01
-3.640472941980770205e-01,-6.838519534737705907e-01,-2.712559404123393580e-01,2.055236712603440985e-01
5.336500620221826807e-01,-3.008216922903546031e-01,9.145831704498523784e-01,1.168993805803808517e-01
7.644747052226920359e-02,-1.995119746919765547e+01,-5.476697925144176082e-01,8.909823913258257733e+01
-8.852021466586974530e-01,-1.985911444038274709e+01,-3.606400941424392492e-01,1.006780141315162211e+02
2.082702252147508037e-01,7.068491969977543921e-01,9.149003197634770768e-01,-8.949862708877907025e-01
